UNII	IIG-ID	Route	Strength	IIG-URL
043IPI2M0K	1,2-DISTEAROYL-SN-GLYCERO-3-PHOSPHOCHOLINE:RESPIRATORY (INHALATION):CAPSULE:	RESPIRATORY (INHALATION)		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=1
AV0YTZ4E6J	1,4-SORBITAN:ORAL:CAPSULE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=1
0MMD46SPU6	2-(4-STYRYL-3-SULFOPHENOL)-6-METHOXYBENZOTRIAZOLE:TOPICAL:SOAP:%w/w	TOPICAL	0.75%w/w TOPICAL SOAP	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=2
5KV86114PT	2-AMINOETHANOL:ORAL:TABLET, DELAYED RELEASE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=2
5C5403N26O	ACACIA:BUCCAL:GUM, CHEWING:	BUCCAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:BUCCAL:TABLET:mg	BUCCAL	9.1mg BUCCAL TABLET	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:INTRAMUSCULAR:SUSPENSION:mg	INTRAMUSCULAR	1mg INTRAMUSCULAR SUSPENSION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:CAPSULE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:CAPSULE, EXTENDED RELEASE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:LOZENGE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:POWDER:mg	ORAL	800mg ORAL POWDER	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:POWDER, FOR SOLUTION:NA	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:POWDER, FOR SUSPENSION:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:SUSPENSION:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:SYRUP:NA	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:TABLET:mg	ORAL	70mg ORAL TABLET	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:TABLET, CHEWABLE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:TABLET, COATED:mg	ORAL	156mg ORAL TABLET, COATED	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:TABLET, DELAYED RELEASE:mg	ORAL	30mg ORAL TABLET, DELAYED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:TABLET, EXTENDED RELEASE:mg	ORAL	34.4mg ORAL TABLET, EXTENDED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:TABLET, FILM COATED:mg	ORAL	0.14mg ORAL TABLET, FILM COATED	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:ORAL:TABLET, ORALLY DISINTEGRATING:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
5C5403N26O	ACACIA:SUBLINGUAL:TABLET:mg	SUBLINGUAL	9.1mg SUBLINGUAL TABLET	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ACACIA SYRUP:ORAL:CAPSULE, EXTENDED RELEASE:mg	ORAL	69.64mg ORAL CAPSULE, EXTENDED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ACACIA SYRUP:ORAL:TABLET, DELAYED RELEASE:NA	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ACRYLATES COPOLYMER:ORAL:TABLET:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ACRYLATES COPOLYMER:ORAL:TABLET, CHEWABLE:mg	ORAL	5.05mg ORAL TABLET, CHEWABLE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ACRYLATES COPOLYMER:ORAL:TABLET, FILM COATED, EXTENDED RELEASE:mg	ORAL	25.18mg ORAL TABLET, FILM COATED, EXTENDED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ACRYLATES COPOLYMER:TRANSDERMAL:FILM, EXTENDED RELEASE:mg	TRANSDERMAL	382.22mg TRANSDERMAL FILM, EXTENDED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ACRYLATES COPOLYMER:TRANSDERMAL:SYSTEM:mg	TRANSDERMAL	677.68mg TRANSDERMAL SYSTEM	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ACRYL-EZE 93018509 WHITE:ORAL:TABLET:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ACRYL-EZE 93018509 WHITE:ORAL:TABLET, EXTENDED RELEASE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ACRYL-EZE 93084720 PINK:ORAL:TABLET, DELAYED RELEASE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ACRYLIC ACID-ISOOCTYL ACRYLATE COPOLYMER:TRANSDERMAL:FILM, EXTENDED RELEASE:mg	TRANSDERMAL	169mg TRANSDERMAL FILM, EXTENDED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ACRYLIC ADHESIVE 788:TRANSDERMAL:SYSTEM:	TRANSDERMAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ADCOTE 72A103:TRANSDERMAL:SYSTEM:mg	TRANSDERMAL	16mg TRANSDERMAL SYSTEM	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ADHESIVE TAPE:TOPICAL:DISC:NA	TOPICAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ADHESIVE TAPE:TRANSDERMAL:FILM, EXTENDED RELEASE:NA	TRANSDERMAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ADVANTIA PRIME 190100BA01 WHITE:ORAL:TABLET, COATED:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ADVANTIA PRIME 190100BA01 WHITE:ORAL:TABLET, FILM COATED:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ALBUMINS:ORAL:TABLET, FILM COATED:mg	ORAL	4.5mg ORAL TABLET, FILM COATED	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ALUMINUM POLYESTER:TRANSDERMAL:FILM:	TRANSDERMAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ALUMINUM POLYESTER:TRANSDERMAL:FILM, EXTENDED RELEASE:	TRANSDERMAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ALZAMER-50:ORAL:TABLET, EXTENDED RELEASE:mg	ORAL	32mg ORAL TABLET, EXTENDED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMBERLITE:ORAL:CAPSULE:mg	ORAL	4.86mg ORAL CAPSULE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMBERLITE:ORAL:TABLET:mg	ORAL	110mg ORAL TABLET	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMBERLITE:ORAL:TABLET, COATED:NA	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMBERLITE:ORAL:TABLET, FILM COATED:mg	ORAL	25mg ORAL TABLET, FILM COATED	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMBERLITE XE-88:ORAL:TABLET:mg	ORAL	10mg ORAL TABLET	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMBERLITE XE-88:ORAL:TABLET, COATED:mg	ORAL	11mg ORAL TABLET, COATED	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMBERLITE XE-88:ORAL:TABLET, FILM COATED:mg	ORAL	30mg ORAL TABLET, FILM COATED	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMBERLITE XE-88:ORAL:WAFER:mg	ORAL	8mg ORAL WAFER	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMERCHOL-CAB:TOPICAL:OINTMENT:%w/w	TOPICAL	10%w/w TOPICAL OINTMENT	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMMONIO METHACRYLATE COPOLYMER:ORAL:CAPSULE, EXTENDED RELEASE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMMONIO METHACRYLATE COPOLYMER:ORAL:TABLET:NA	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMMONIUM CALCIUM ALGINATE:ORAL:TABLET:mg	ORAL	10.72mg ORAL TABLET	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AMPHOTERIC-9:TOPICAL:CREAM:%w/w	TOPICAL	0.66%w/w TOPICAL CREAM	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ANIDRISORB 85/70:ORAL:CAPSULE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ANIDRISORB 85/70:ORAL:CAPSULE, LIQUID FILLED:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ANOXID SBN:TOPICAL:CREAM:%w/w	TOPICAL	0.16%w/w TOPICAL CREAM	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ANTIFOAM:ORAL:CAPSULE, EXTENDED RELEASE:mg	ORAL	0.16mg ORAL CAPSULE, EXTENDED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ANTIFOAM:ORAL:POWDER, FOR SUSPENSION:NA	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ANTIFOAM:ORAL:TABLET, COATED:NA	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ANTIFOAM:ORAL:TABLET, DELAYED RELEASE:mg	ORAL	0.12mg ORAL TABLET, DELAYED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AQUAPHOR:TOPICAL:CREAM:%w/w	TOPICAL	1%w/w TOPICAL CREAM	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AQUAPHOR:TOPICAL:OINTMENT:%w/w	TOPICAL	47.3%w/w TOPICAL OINTMENT	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	AQUARIUS BP 19008:ORAL:TABLET, EXTENDED RELEASE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ARLACEL:TOPICAL:CREAM:%w/w	TOPICAL	3%w/w TOPICAL CREAM	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ARLACEL:TOPICAL:EMULSION:%w/w	TOPICAL	5.5%w/w TOPICAL EMULSION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	ASEPTOFORM M:TOPICAL:CREAM:%w/w	TOPICAL	5%w/w TOPICAL CREAM	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=A
NA	BLACK INK:ORAL:CAPSULE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=B
NA	BLACK INK:ORAL:CAPSULE, DELAYED RELEASE:mg	ORAL	0.57mg ORAL CAPSULE, DELAYED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=B
NA	BLACK INK:ORAL:CAPSULE, EXTENDED RELEASE:mg	ORAL	0.03mg ORAL CAPSULE, EXTENDED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=B
NA	BLACK INK:ORAL:CAPSULE, LIQUID FILLED:NA	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=B
NA	BLACK INK:ORAL:TABLET:mg	ORAL	0.14mg ORAL TABLET	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=B
NA	BLACK INK:ORAL:TABLET, DELAYED RELEASE:mg	ORAL	1mg ORAL TABLET, DELAYED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=B
NA	BLACK INK:ORAL:TABLET, EXTENDED RELEASE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=B
NA	BLACK INK:ORAL:TABLET, FILM COATED:mg	ORAL	0.15mg ORAL TABLET, FILM COATED	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=B
NA	BLACK INK:ORAL:TABLET, FILM COATED, EXTENDED RELEASE:NA	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=B
NA	BLACK INK:RESPIRATORY (INHALATION):CAPSULE:NA	RESPIRATORY (INHALATION)		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=B
NA	BLACK INK:RESPIRATORY (INHALATION):POWDER:NA	RESPIRATORY (INHALATION)		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=B
NA	C13-14 ISOPARAFFIN/LAURETH-7/POLYACRYLAMIDE:TOPICAL:GEL:%w/w	TOPICAL	5%w/w TOPICAL GEL	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CALCIUM ALGINATE AND AMMONIUM ALGINATE:ORAL:TABLET:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CALCIUM PHOSPHATE, DIBASIC MONOHYDRATE:ORAL:TABLET:mg	ORAL	109.3mg ORAL TABLET	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CAPRYLIC/CAPRIC TRIGLYCERIDE/LECITHIN/ALCOHOL:ORAL:CAPSULE:NA	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CARBOXYMETHYL STARCH:ORAL:CAPSULE:mg	ORAL	15mg ORAL CAPSULE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CARBOXYMETHYL STARCH:ORAL:TABLET:mg	ORAL	25mg ORAL TABLET	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CARMINE:ORAL:SUSPENSION:mg/5ml	ORAL	50.4mg/5ml ORAL SUSPENSION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CARMINE:ORAL:SYRUP:mg	ORAL	0.15mg ORAL SYRUP	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CARMINE:ORAL:TABLET:mg	ORAL	6.8mg ORAL TABLET	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CARMINE:ORAL:TABLET, EXTENDED RELEASE:NA	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CARMINE:ORAL:TABLET, FILM COATED:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CARMINE:ORAL:TROCHE:NA	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CASTILE SOAP:TOPICAL:SOAP:%w/w	TOPICAL	97.3%w/w TOPICAL SOAP	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CELLABURATE:ORAL:CAPSULE, EXTENDED RELEASE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CELLABURATE:ORAL:TABLET, EXTENDED RELEASE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CELLULOSE ACETATE CA-320S:ORAL:TABLET, EXTENDED RELEASE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CELLULOSE ACETATE CA-398-10:ORAL:TABLET, EXTENDED RELEASE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CELLULOSE MICROCRYSTALLINE/CARBOXYMETHYLCELLULOSE SODIUM:NASAL:SPRAY:	NASAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CELLULOSE MICROCRYSTALLINE/CARBOXYMETHYLCELLULOSE SODIUM:NASAL:SPRAY, METERED:	NASAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CELLULOSE MICROCRYSTALLINE/CARBOXYMETHYLCELLULOSE SODIUM:ORAL:CAPSULE, EXTENDED RELEASE:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
NA	CELLULOSE MICROCRYSTALLINE/CARBOXYMETHYLCELLULOSE SODIUM:ORAL:GRANULE, FOR SUSPENSION:	ORAL		https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=C
