UNII	MarketingStatus	ProductCategory	MarketDate	InitialYearApproval	ActiveCode	ApprovalAppId	Equiv NDC	NDC	Route	ActiveMoietyName	GenericProductName	URL	Indications	Comment
1OYM338E89	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-627		"HARPAGOPHYTUM PROCUMBENS ROOT"	"DEVILS CLAW CUT ROOT, LICORICE ROOT, PEPPERMIJNT LEAF, AND EUCALYPTUS LEAF"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e6c88e4-6e7d-4982-b6d8-d8860bb4e54b		
2788Z9758H	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-627		"GLYCYRRHIZA GLABRA"	"DEVILS CLAW CUT ROOT, LICORICE ROOT, PEPPERMIJNT LEAF, AND EUCALYPTUS LEAF"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e6c88e4-6e7d-4982-b6d8-d8860bb4e54b		
V95R5KMY2B	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-627		"PEPPERMINT"	"DEVILS CLAW CUT ROOT, LICORICE ROOT, PEPPERMIJNT LEAF, AND EUCALYPTUS LEAF"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e6c88e4-6e7d-4982-b6d8-d8860bb4e54b		
S546YLW6E6	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-627		"EUCALYPTUS GLOBULUS LEAF"	"DEVILS CLAW CUT ROOT, LICORICE ROOT, PEPPERMIJNT LEAF, AND EUCALYPTUS LEAF"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e6c88e4-6e7d-4982-b6d8-d8860bb4e54b		
433OSF3U8A	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-388		"CHASTE TREE"	"CHASTE TREE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3df20587-9837-4f09-9c00-f5ee38f3dae2		
JWF5YAW3QW	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-397		"VALERIAN"	"VALERIAN"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=764dcae8-debb-41f1-a908-6cbe08270aeb		
D982V7VT3P	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-398		"ECHINACEA ANGUSTIFOLIA ROOT"	"ECHINACEA ANGUSTIFOLIA ROOT AND ECHINACEA PALLIDA ROOT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d78d5601-fe23-4eae-af61-e842b0af6f3c		
MGY2W95GWO	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-398		"ECHINACEA PALLIDA ROOT"	"ECHINACEA ANGUSTIFOLIA ROOT AND ECHINACEA PALLIDA ROOT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d78d5601-fe23-4eae-af61-e842b0af6f3c		
1OYM338E89	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-07		ACTIB			52338-389		"HARPAGOPHYTUM PROCUMBENS ROOT"	"HARPAGOPHYTUM PROCUMBENS ROOT AND CRATAEGUS LAEVIGATA FLOWERING TOP"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e19ff4ea-3749-453b-ae97-887c954a5726		
NGI54U2Z5U	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-07		ACTIB			52338-389		"CRATAEGUS LAEVIGATA FLOWERING TOP"	"HARPAGOPHYTUM PROCUMBENS ROOT AND CRATAEGUS LAEVIGATA FLOWERING TOP"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e19ff4ea-3749-453b-ae97-887c954a5726		
70FD1KFU70	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-667		"SULFUR"	"SULFUR, TEA TREE OIL, WITCH HAZEL, EUCALYPTUS GLOBULUS LEAF, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, METHYL SALICYLATE, VITAMIN A, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d29daa2-c094-4211-8155-10ffd04b021f		
VIF565UC2G	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-667		"TEA TREE OIL"	"SULFUR, TEA TREE OIL, WITCH HAZEL, EUCALYPTUS GLOBULUS LEAF, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, METHYL SALICYLATE, VITAMIN A, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d29daa2-c094-4211-8155-10ffd04b021f		
S546YLW6E6	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-667		"EUCALYPTUS GLOBULUS LEAF"	"SULFUR, TEA TREE OIL, WITCH HAZEL, EUCALYPTUS GLOBULUS LEAF, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, METHYL SALICYLATE, VITAMIN A, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d29daa2-c094-4211-8155-10ffd04b021f		
101I4J0U34	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-667		"WITCH HAZEL"	"SULFUR, TEA TREE OIL, WITCH HAZEL, EUCALYPTUS GLOBULUS LEAF, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, METHYL SALICYLATE, VITAMIN A, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d29daa2-c094-4211-8155-10ffd04b021f		
ZY81Z83H0X	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-667		"ALOE VERA LEAF"	"SULFUR, TEA TREE OIL, WITCH HAZEL, EUCALYPTUS GLOBULUS LEAF, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, METHYL SALICYLATE, VITAMIN A, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d29daa2-c094-4211-8155-10ffd04b021f		
P0M7O4Y7YD	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-667		"CALENDULA OFFICINALIS FLOWER"	"SULFUR, TEA TREE OIL, WITCH HAZEL, EUCALYPTUS GLOBULUS LEAF, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, METHYL SALICYLATE, VITAMIN A, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d29daa2-c094-4211-8155-10ffd04b021f		
81G40H8B0T	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-667		"VITAMIN A"	"SULFUR, TEA TREE OIL, WITCH HAZEL, EUCALYPTUS GLOBULUS LEAF, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, METHYL SALICYLATE, VITAMIN A, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d29daa2-c094-4211-8155-10ffd04b021f		
LAV5U5022Y	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-667		"METHYL SALICYLATE"	"SULFUR, TEA TREE OIL, WITCH HAZEL, EUCALYPTUS GLOBULUS LEAF, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, METHYL SALICYLATE, VITAMIN A, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d29daa2-c094-4211-8155-10ffd04b021f		
H4N855PNZ1	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-667		"VITAMIN E"	"SULFUR, TEA TREE OIL, WITCH HAZEL, EUCALYPTUS GLOBULUS LEAF, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, METHYL SALICYLATE, VITAMIN A, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d29daa2-c094-4211-8155-10ffd04b021f		
VIF565UC2G	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-744		"TEA TREE OIL"	"TEA TREE OIL, LAVENDER OIL, WITCH HAZEL, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, VITAMIN A, METHYL SALICYLATE, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8333b9a6-b97f-4a83-918e-b5024cb1a0cb		
ZBP1YXW0H8	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-744		"LAVENDER OIL"	"TEA TREE OIL, LAVENDER OIL, WITCH HAZEL, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, VITAMIN A, METHYL SALICYLATE, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8333b9a6-b97f-4a83-918e-b5024cb1a0cb		
101I4J0U34	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-744		"WITCH HAZEL"	"TEA TREE OIL, LAVENDER OIL, WITCH HAZEL, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, VITAMIN A, METHYL SALICYLATE, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8333b9a6-b97f-4a83-918e-b5024cb1a0cb		
ZY81Z83H0X	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-744		"ALOE VERA LEAF"	"TEA TREE OIL, LAVENDER OIL, WITCH HAZEL, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, VITAMIN A, METHYL SALICYLATE, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8333b9a6-b97f-4a83-918e-b5024cb1a0cb		
P0M7O4Y7YD	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-744		"CALENDULA OFFICINALIS FLOWER"	"TEA TREE OIL, LAVENDER OIL, WITCH HAZEL, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, VITAMIN A, METHYL SALICYLATE, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8333b9a6-b97f-4a83-918e-b5024cb1a0cb		
81G40H8B0T	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-744		"VITAMIN A"	"TEA TREE OIL, LAVENDER OIL, WITCH HAZEL, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, VITAMIN A, METHYL SALICYLATE, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8333b9a6-b97f-4a83-918e-b5024cb1a0cb		
LAV5U5022Y	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-744		"METHYL SALICYLATE"	"TEA TREE OIL, LAVENDER OIL, WITCH HAZEL, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, VITAMIN A, METHYL SALICYLATE, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8333b9a6-b97f-4a83-918e-b5024cb1a0cb		
H4N855PNZ1	unapproved drug other	PRESCRIPTION ANIMAL DRUG LABEL	2010-04-01		ACTIB			52338-744		"VITAMIN E"	"TEA TREE OIL, LAVENDER OIL, WITCH HAZEL, ALOE VERA LEAF, CALENDULA OFFICINALIS FLOWER, VITAMIN A, METHYL SALICYLATE, AND VITAMIN E"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8333b9a6-b97f-4a83-918e-b5024cb1a0cb		
MOR84MUD8E	unapproved drug other	OTC ANIMAL DRUG LABEL	2001-01-01		ACTIB			24730-412		"CHLORHEXIDINE GLUCONATE"	"DENTAL WIPES"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=287b195c-e1e9-42d2-b89e-ce9f45a54ee0		
R4KO0DY52L	unapproved drug other	OTC ANIMAL DRUG LABEL	2000-01-01		ACTIB			24730-749		"CHLORHEXIDINE"	"MEDICATED ANTISEPTIC SPRAY"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=361ef318-a262-4b72-8f26-41f50b6ca967		
63KP7FXF2I	unapproved drug other	OTC ANIMAL DRUG LABEL	2000-01-01		ACTIB			24730-715		"PIPERAZINE CITRATE"	"ROUNDWORM DE-WORMER LIQUID"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d428c7e-a72a-4676-bb02-b00f3b6f654e		
63KP7FXF2I	unapproved drug other	OTC ANIMAL DRUG LABEL	2000-01-01		ACTIB			24730-617		"PIPERAZINE CITRATE"	"DR. JEFF LIQUID WORMER CATS PIPERAZINE CITRATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=73f50e98-57d7-4c94-8e12-91733504b174		
R4KO0DY52L	unapproved drug other	OTC ANIMAL DRUG LABEL	2001-01-01		ACTIB			24730-627		"CHLORHEXIDINE"	"ANTISEPTIC MEDICATED SPRAY"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7d5e65c6-53ac-427d-ac1d-b826f058d1b2		
MOR84MUD8E	unapproved drug other	OTC ANIMAL DRUG LABEL	2001-01-01		ACTIB			24730-413		"CHLORHEXIDINE GLUCONATE"	"DENTAL WIPES"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f60b08a-6c90-40e0-87fe-03271d8cbcd0		
V13007Z41A	unapproved drug other	OTC ANIMAL DRUG LABEL	2001-01-01		ACTIB			24730-626		"LIDOCAINE HYDROCHLORIDE"	"ANTI ITCH SPRAY"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=95838610-f67c-4fd8-b404-1b162224c606		
KXI2J76489	unapproved drug other	OTC ANIMAL DRUG LABEL	2000-01-01		ACTIB			24730-707		"IODOFORM"	"EAR POWDER"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a880778c-49ac-45fe-8dde-148fdd5be9f3		
63KP7FXF2I	unapproved drug other	OTC ANIMAL DRUG LABEL	2000-01-01		ACTIB			24730-515		"PIPERAZINE CITRATE"	"LIQUID WORMER DOGS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa3575e1-ae5c-4884-91c8-0a1be28b094c		
R4KO0DY52L	unapproved drug other	OTC ANIMAL DRUG LABEL	2001-01-01		ACTIB			24730-719		"CHLORHEXIDINE"	"CHLORHEXIDINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fe23a73c-1240-4de8-83f9-f73f8b26848b		
1RTM4PAL0V	unapproved drug other	OTC ANIMAL DRUG LABEL	2010-02-17		ACTIB			24730-706		"PIPERAZINE"	"ROUNDWORM DE-WORMER FOR CATS AND KITTENS"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7a54a788-2771-4fba-8846-687d587e20ed		
4NM5039Y5X	unapproved drug other	OTC ANIMAL DRUG LABEL	2001-01-01		ACTIB			24730-672		"TRICLOSAN"	"CONCENTRATED SHAMPOO ANTIBACTERIAL"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5e527b-8c3f-40a2-a528-0820b4a679e4		
4NM5039Y5X	unapproved drug other	OTC ANIMAL DRUG LABEL	2001-01-01		ACTIB			24730-671		"TRICLOSAN"	"ANTIBACTERIAL DEODORIZING SHAMPOO"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5755a7e3-9811-42d4-bbff-edff8681793f		
4NM5039Y5X	unapproved drug other	OTC ANIMAL DRUG LABEL	2001-01-01		ACTIB			24730-670		"TRICLOSAN"	"ANTIBACTERIAL DEODORIZING SHAMPOO"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dabdcd9e-8534-498c-ba4a-27d7fd335a4f		
8883YP2R6D	ANADA	OTC ANIMAL DRUG LABEL	2007-08-01		ACTIB	ANADA200272		57561-007		"IVERMECTIN"	"IVERMECTIN"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e31349c-f6b3-4770-921b-f8b120cd2325	Agri-Mectin Pour-On applied at the recommended dose level of 500 mcg/kg is indicated for the effective control of these parasites.  Gastrointestinal Roundworms  Ostertagia ostertagi        (adults and L) (including inhibited stage)  Haemonchus placei       (adults and L)  Trichostrongylus axei     (adults and L)  T. colubriformis                (adults and L)  Cooperia oncophora      (adults and L)  Cooperia punctata          (adults and L)  Cooperia surnabada      (adults and L)  Strongyloides papillosus             (adults)  Oesophagostomum radiatum     (adults and L)  Trichuris spp.                   (adults)  Lungworms  Dictyocaulus viviparus     (adults and L)  Cattle Grubs       (parasitic stages)  Hypoderma bovis  H. lineatum  Mites  Sarcoptes scabiei var. bovis  Lice  Linognathus vituli  Haematopinus eurysternus  Damalinia bovis  Solenopotes capillatus  Horn Flies  Haematobia irritans	
8883YP2R6D	ANADA	OTC ANIMAL DRUG LABEL	2005-08-01		ACTIB	ANADA200272		13985-001		"IVERMECTIN"	"IVERMECTIN"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3261964d-8717-446a-b400-21eea110c772	Vetrimec Pour-On applied at the recommended dose level of 500 mcg/kg is indicated for the effective control of these parasites.  Gastrointestinal Roundworms  Ostertagia ostertagi                              (adults and L) (including inhibited stage)  Haemonchus placei                              (adults and L)  Trichostrongylus axei                            (adults and L)  T. colubriformis                                    (adults and L)  Cooperia oncophora                             (adults and L)  Cooperia punctata                                (adults and L)  Cooperia surnabada                              (adults and L)  Strongyloides papillosus                        (adults)  Oesophagostomum radiatum                 (adults and L)  Trichuris spp.                                       (adults)  Lungworms  Dictyocaulus viviparus                        (adults and L)  Cattle Grubs                               (parasitic stages)  Hypoderma bovis H. lineatum  Mites  Sarcoptes scabiei var. bovis  Lice  Linognathus vituli Haematopinus eurysternus Damalinia bovis Solenopotes capillatus  Horn Flies  Haematobia irritans	
8883YP2R6D	ANADA	OTC ANIMAL DRUG LABEL	2005-08-01		ACTIB	ANADA200272		13985-005		"IVERMECTIN"	"IVERMECTIN"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3261964d-8717-446a-b400-21eea110c772	Vetrimec Pour-On applied at the recommended dose level of 500 mcg/kg is indicated for the effective control of these parasites.  Gastrointestinal Roundworms  Ostertagia ostertagi                              (adults and L) (including inhibited stage)  Haemonchus placei                              (adults and L)  Trichostrongylus axei                            (adults and L)  T. colubriformis                                    (adults and L)  Cooperia oncophora                             (adults and L)  Cooperia punctata                                (adults and L)  Cooperia surnabada                              (adults and L)  Strongyloides papillosus                        (adults)  Oesophagostomum radiatum                 (adults and L)  Trichuris spp.                                       (adults)  Lungworms  Dictyocaulus viviparus                        (adults and L)  Cattle Grubs                               (parasitic stages)  Hypoderma bovis H. lineatum  Mites  Sarcoptes scabiei var. bovis  Lice  Linognathus vituli Haematopinus eurysternus Damalinia bovis Solenopotes capillatus  Horn Flies  Haematobia irritans	
WI4X0X7BPJ	unapproved drug other	OTC ANIMAL DRUG LABEL	2000-01-02		ACTIB			24730-802		"HYDROCORTISONE"	"HYDROCORTISONE LOTION"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b75f51f-be9c-44d8-92ad-2ff63baa2105		
6DC9Q167V3	unapproved drug other	OTC ANIMAL DRUG LABEL	2010-01-01		ACTIB			57561-052		"PROPYLENE GLYCOL"	"OB LUBE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8ddf0413-1b0e-4150-b542-1e013c5bf44e		
6DC9Q167V3	unapproved drug other	OTC ANIMAL DRUG LABEL	2010-01-01		ACTIB			58305-052		"PROPYLENE GLYCOL"	"OB LUBE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cbcdf76e-2f34-4b6d-a8ec-988c5185e8aa		
