UNII	IIG-ID	Route	Strength	IIG-URL
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:NASAL:SPRAY, METERED:UG/SPRAY	NASAL	95.9UG/SPRAY NASAL SPRAY, METERED	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:TABLET:MG	ORAL	80MG ORAL TABLET	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:TABLET, EXTENDED RELEASE:MG	ORAL	110MG ORAL TABLET, EXTENDED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:TOPICAL:CREAM:%W/W 	TOPICAL	0.12%W/W  TOPICAL CREAM	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:TOPICAL:EMULSION, CREAM:%W/W 	TOPICAL	0.12%W/W  TOPICAL EMULSION, CREAM	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:TOPICAL:LOTION:%W/W 	TOPICAL	0.32%W/W  TOPICAL LOTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:TOPICAL:SOLUTION:MG/1ML	TOPICAL	1MG/1ML TOPICAL SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:AN,INFILTRATION:INJECTION:%	AN,INFILTRATION	0.04% AN,INFILTRATION INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:AURICULAR (OTIC):SOLUTION:%	AURICULAR (OTIC)	2% AURICULAR (OTIC) SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:AURICULAR (OTIC):SUSPENSION:NA	AURICULAR (OTIC)	AURICULAR (OTIC) SUSPENSION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:EPIDURAL:INJECTION:%	EPIDURAL	2.2% EPIDURAL INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IM - IV:INJECTABLE:%	IM - IV	1.35% IM - IV INJECTABLE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IM - IV:INJECTION:%	IM - IV	40% IM - IV INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IM - IV:POWDER, FOR INJECTION SOLUTION:%	IM - IV	3.5% IM - IV POWDER, FOR INJECTION SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IM - IV:SOLUTION:%	IM - IV	0.025% IM - IV SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IM - IV - SC:INJECTABLE:%	IM - IV - SC	0.23% IM - IV - SC INJECTABLE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IM - IV - SC:INJECTION:%	IM - IV - SC	0.94% IM - IV - SC INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IM - SC:INJECTION:%	IM - SC	0.23% IM - SC INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INHALATION:INHALANT:NA	INHALATION	INHALATION INHALANT	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INHALATION:SOLUTION:%	INHALATION	0.6% INHALATION SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INHALATION:SUSPENSION, FOR INHALATION:%	INHALATION	0.05% INHALATION SUSPENSION, FOR INHALATION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRA-ARTERIAL:INJECTION:%	INTRA-ARTERIAL	0.3% INTRA-ARTERIAL INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRA-ARTICULAR:INJECTION:%	INTRA-ARTICULAR	2.2% INTRA-ARTICULAR INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRACARDIAC:INJECTION:%	INTRACARDIAC	0.8% INTRACARDIAC INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRACAVITARY:INJECTION:%	INTRACAVITARY	0.15% INTRACAVITARY INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRACAVITARY:POWDER, FOR INJECTION SOLUTION, LYOPHILIZED:%	INTRACAVITARY	0.005% INTRACAVITARY POWDER, FOR INJECTION SOLUTION, LYOPHILIZED	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRALESIONAL:INJECTION:%	INTRALESIONAL	1% INTRALESIONAL INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAMUSCULAR:INJECTABLE:%	INTRAMUSCULAR	0.435% INTRAMUSCULAR INJECTABLE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAMUSCULAR:INJECTION:%	INTRAMUSCULAR	4% INTRAMUSCULAR INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAMUSCULAR:POWDER, FOR INJECTION SOLUTION:%	INTRAMUSCULAR	4.62% INTRAMUSCULAR POWDER, FOR INJECTION SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAMUSCULAR:POWDER, FOR INJECTION SOLUTION, LYOPHILIZED:%	INTRAMUSCULAR	0.74% INTRAMUSCULAR POWDER, FOR INJECTION SOLUTION, LYOPHILIZED	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAMUSCULAR:SOLUTION, INJECTION:%	INTRAMUSCULAR	1.47% INTRAMUSCULAR SOLUTION, INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAOCULAR:SOLUTION:%	INTRAOCULAR	0.4% INTRAOCULAR SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAPERITONEAL:INJECTION:%	INTRAPERITONEAL	2.2% INTRAPERITONEAL INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAPLEURAL:INJECTION:ADJPH	INTRAPLEURAL	ADJPH INTRAPLEURAL INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAPLEURAL:POWDER, FOR INJECTION SOLUTION:%	INTRAPLEURAL	4.62% INTRAPLEURAL POWDER, FOR INJECTION SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRASYNOVIAL:INJECTION:%	INTRASYNOVIAL	1% INTRASYNOVIAL INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRATHECAL:INJECTION:ADJPH	INTRATHECAL	ADJPH INTRATHECAL INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRATHECAL:POWDER, FOR INJECTION SOLUTION:%	INTRATHECAL	4.62% INTRATHECAL POWDER, FOR INJECTION SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRATRACHEAL:SUSPENSION:NA	INTRATRACHEAL	INTRATRACHEAL SUSPENSION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAUTERINE:SOLUTION:%	INTRAUTERINE	0.32% INTRAUTERINE SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAVASCULAR:INJECTION:%	INTRAVASCULAR	0.32% INTRAVASCULAR INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAVENOUS:INFUSION:ADJPH	INTRAVENOUS	ADJPH INTRAVENOUS INFUSION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAVENOUS:INJECTABLE:%	INTRAVENOUS	20% INTRAVENOUS INJECTABLE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAVENOUS:INJECTION:%	INTRAVENOUS	30% INTRAVENOUS INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAVENOUS:POWDER, FOR INJECTION SOLUTION:%	INTRAVENOUS	0.16% INTRAVENOUS POWDER, FOR INJECTION SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAVENOUS:POWDER, FOR INJECTION SOLUTION, LYOPHILIZED:%	INTRAVENOUS	16.35% INTRAVENOUS POWDER, FOR INJECTION SOLUTION, LYOPHILIZED	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:INTRAVENOUS:SOLUTION:%	INTRAVENOUS	0.83% INTRAVENOUS SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IONTOPHORESIS:DRUG DELIVERY SYSTEM:MG	IONTOPHORESIS	2.2MG IONTOPHORESIS DRUG DELIVERY SYSTEM	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IRRIGATION:INJECTION:%	IRRIGATION	2.2% IRRIGATION INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IV(INFUSION):INJECTABLE:%	IV(INFUSION)	0.547% IV(INFUSION) INJECTABLE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IV(INFUSION):INJECTION:%	IV(INFUSION)	40% IV(INFUSION) INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IV(INFUSION):POWDER, FOR INJECTION SOLUTION:%	IV(INFUSION)	8% IV(INFUSION) POWDER, FOR INJECTION SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IV(INFUSION):POWDER, FOR INJECTION SOLUTION, LYOPHILIZED:%	IV(INFUSION)	14% IV(INFUSION) POWDER, FOR INJECTION SOLUTION, LYOPHILIZED	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IV(INFUSION):SOLUTION, CONCENTRATE:%	IV(INFUSION)	2.4% IV(INFUSION) SOLUTION, CONCENTRATE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:IV(INFUSION):SOLUTION, INJECTION:%	IV(INFUSION)	0.6% IV(INFUSION) SOLUTION, INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:NASAL:GEL:NA	NASAL	NASAL GEL	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:NASAL:SOLUTION:%	NASAL	0.7% NASAL SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:NASAL:SPRAY:%	NASAL	44% NASAL SPRAY	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:NERVE BLOCK:INJECTION:%	NERVE BLOCK	0.04% NERVE BLOCK INJECTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:OPHTHALMIC:POWDER, FOR SOLUTION:%	OPHTHALMIC	0.17% OPHTHALMIC POWDER, FOR SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:OPHTHALMIC:SOLUTION:%	OPHTHALMIC	2.2% OPHTHALMIC SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:OPHTHALMIC:SOLUTION, DROPS:%	OPHTHALMIC	2% OPHTHALMIC SOLUTION, DROPS	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:OPHTHALMIC:SUSPENSION:%	OPHTHALMIC	0.3% OPHTHALMIC SUSPENSION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:OPHTHALMIC:SUSPENSION, DROPS:%	OPHTHALMIC	0.45% OPHTHALMIC SUSPENSION, DROPS	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:CAPSULE:MG	ORAL	1MG ORAL CAPSULE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:CONCENTRATE:MG/1ML	ORAL	5.07MG/1ML ORAL CONCENTRATE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:DROPS:MG/5ML	ORAL	100MG/5ML ORAL DROPS	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:EMULSION:NA	ORAL	ORAL EMULSION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:GRANULE:MG/5ML	ORAL	210.63MG/5ML ORAL GRANULE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:GRANULE, FOR RECONSTITUTION:MG	ORAL	0.7MG ORAL GRANULE, FOR RECONSTITUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:GRANULE, FOR SUSPENSION:MG	ORAL	15MG ORAL GRANULE, FOR SUSPENSION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:LIQUID:ADJPH	ORAL	ADJPH ORAL LIQUID	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:POWDER, FOR ORAL SUSPENSION:MG/5ML	ORAL	40MG/5ML ORAL POWDER, FOR ORAL SUSPENSION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:POWDER, FOR RECONSTITUTION:MG/5ML	ORAL	2MG/5ML ORAL POWDER, FOR RECONSTITUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:POWDER, FOR SOLUTION:MG/PACKET	ORAL	2942MG/PACKET ORAL POWDER, FOR SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:POWDER, FOR SUSPENSION:MG/5ML	ORAL	37.5MG/5ML ORAL POWDER, FOR SUSPENSION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:SOLUTION:MG/75ML	ORAL	1567.5MG/75ML ORAL SOLUTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:SOLUTION, CONCENTRATE:MG/1ML	ORAL	0.5MG/1ML ORAL SOLUTION, CONCENTRATE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:SOLUTION, ELIXIR:MG/5ML	ORAL	22.5MG/5ML ORAL SOLUTION, ELIXIR	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:SOLUTION, LIQUID:MG/1ML	ORAL	7.09MG/1ML ORAL SOLUTION, LIQUID	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:SUSPENSION:MG/5ML	ORAL	7800MG/5ML ORAL SUSPENSION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:SUSPENSION, EXTENDED RELEASE:MG/5ML	ORAL	13MG/5ML ORAL SUSPENSION, EXTENDED RELEASE	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:SUSPENSION, LIQUID:MG/5ML	ORAL	0.9MG/5ML ORAL SUSPENSION, LIQUID	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
1Q73Q2JULR	SODIUM CITRATE, UNSPECIFIED FORM:ORAL:SUSPENSION, SUSTAINED ACTION:MG/1PKT	ORAL	23.5MG/1PKT ORAL SUSPENSION, SUSTAINED ACTION	https://www.accessdata.fda.gov/scripts/cder/iig/index.cfm?event=browseByLetter.page&Letter=S
